0,0,0,3.8017546946899726e-191,0,0,0,0,1.401922200506815e-221,1.0,9,9,0
0,0,0,1.736305e-318,0,1.0,0,0,9.904295431338038e-131,9.582289266573493e-35,5,9,1
0,0,0,1.9087877257438838e-219,0,0,0,0,0,1.0,9,9,2
0,0,0,0,0,0,0,0,4.392367806432618e-307,1.0,9,9,3
0,0,0,3.750270954403505e-291,0,0,0,0,0,1.0,9,9,4
0,0,0,0,0,0,0,0,0,1.0,9,9,5
0,0,0,0,0,0,0,0,0,1.0,9,9,6
0,0,0,0,0,0,0,0,1.128765591645623e-219,1.0,9,9,7
0,0,0,0,0,0,0,0,0,1.0,9,9,8
0,0,0,0,2.191784974604039e-229,0,0,1.7398963320393814e-193,0,1.0,9,9,9
0,0,0,1.6306689e-316,0,0,0,0,0,1.0,9,9,10
0,0,0,0,1.4178252025382802e-60,0,0,0,8.820235534443231e-222,1.0,9,9,11
0,0,0,3.6604221322471534e-213,0,0,0,0,2.6304666130263464e-166,1.0,9,9,12
0,0,0,0,0,0,0,0,1.0898201808495708e-220,1.0,9,9,13
0,0,0,0,0,0,0,8.284277332126768e-273,0,1.0,9,9,14
0,0,0,1.5930782990177093e-290,1.9757013439722733e-246,0,0,0,5.822964320751529e-124,1.0,9,9,15
0,0,0,4.221601994765825e-302,0,0,0,0,7.134804294661954e-106,1.0,9,9,16
0,0,0,0,0,0,0,0,2.616782192696582e-248,1.0,9,9,17
0,0,0,0,0,0,0,0,1.5370456e-317,1.0,9,9,18
0,0,0,3.1887e-320,0,0,0,0,3.5274762998292045e-226,1.0,9,9,19
0,0,0,0,0,0,0,0,7.289435462037338e-291,1.0,9,9,20
0,0,0,8.42858714899506e-113,0,5.522258170341203e-233,0,0,0,1.0,9,9,21
0,0,0,0,0,0,0,0,0,1.0,9,9,22
0,0,0,1.7922934664159247e-295,0,0,0,0,7.171314448516381e-195,1.0,9,9,23
0,0,0,0,0,0,0,0,0,1.0,9,9,24
0,0,0,0,1.5139846948139566e-272,0,0,0,0,1.0,9,9,25
4.700200216035163e-176,0,0,1.0,0,0,0,2e-322,0,2.0149064313917135e-30,3,9,26
0,0,0,3.6018120774483657e-240,0,0,0,0,0,1.0,9,9,27
0,0,0,0,0,0,0,0,0,1.0,9,9,28
0,0,0,3.0939842155524455e-278,0,0,0,0,2.7389058659701826e-259,1.0,9,9,29
0,0,0,0,0,0,0,0,0,1.0,9,9,30
0,0,0,0,0,0,0,0,0,1.0,9,9,31
0,0,0,0,0,0,0,0,0,1.0,9,9,32
0,0,0,1.5286991455996307e-75,0,0,0,2.2582775624e-313,3.9948036156977374e-263,1.0,9,9,33
0,0,0,4.923657539196863e-206,8.684544798471676e-249,0,0,0,3.392931454648291e-261,1.0,9,9,34
0,0,0,2.8449104601385663e-249,0,0,0,0,0,1.0,9,9,35
0,0,0,0,0,0,0,0,1.2967123003254142e-75,1.0,9,9,36
0,0,0,1e-323,0,0,0,0,0,1.0,9,9,37
0,0,0,0,0,0,0,0,0,1.0,9,9,38
0,0,0,0,8.616870128613988e-81,0,0,0,2.372163869147541e-238,1.0,9,9,39
0,0,0,0,0,0,0,0,0,1.0,9,9,40
0,0,0,2.568186617445812e-198,0,0,0,0,3.155890095766149e-144,1.0,9,9,41
0,0,0,3.1572283533939917e-156,0,1.0904484965057314e-214,0,0,1.0,2.207077440614993e-92,8,9,42
0,0,0,0,0,0,0,0,0,1.0,9,9,43
0,0,0,0,0,0,0,0,6.736409957377249e-190,1.0,9,9,44
0,0,0,3.4820637056183544e-257,0,0,0,0,4.1300498421977246e-258,1.0,9,9,45
0,0,0,9.011318250733131e-269,4.698127495350292e-302,0,0,1.18e-321,0,1.0,9,9,46
0,0,0,0,0,0,0,0,0,1.0,9,9,47
0,0,0,0,0,0,0,0,0,1.0,9,9,48
0,0,0,0,0,0,0,0,0,1.0,9,9,49
0,0,0,0,0,0,0,1.7163662473342192e-301,0,1.0,9,9,50
0,0,0,0,0,0,0,0,1.1924540916988928e-279,1.0,9,9,51
0,0,0,0,5.97752701334138e-280,0,0,4.0817382120314766e-114,1.5e-323,1.0,9,9,52
0,0,0,0,0,0,0,0,0,1.0,9,9,53
0,0,0,0,0,0,0,0,0,1.0,9,9,54
0,0,0,0,0,0,0,0,5.7500009180071264e-192,1.0,9,9,55
