0,0,0,3.9250639493852065e-119,0,0,0,1.0,0,3.948177576065051e-271,7,9,0
0,0,1.0,6.219213512346817e-30,0,0,0,0,0,0,2,9,1
0,0,8.029110714923353e-41,1.0,0,0,0,1.0400000662903227e-115,0,0,3,9,2
0,0,0,0,0,0.9999999999999869,1.2326215481039932e-284,0,1.3006155810532114e-14,0,5,9,3
0,0,0,0,0,0,0,1.2881203638487147e-182,0,1.0,9,9,4
0,0,0,1.0,0,7.019472272280694e-282,0,0,0,0,3,9,5
0,0,2.6541024462284314e-115,1.0,0,0,0,0,0,0,3,9,6
0,0,0,1.8692512396447777e-48,0,0,0,0,1.0,0,8,9,7
0,0,0,1.0,0,0,0,0,0,0,3,9,8
0,0,1.555998695e-315,0,0,0,0,0,1.0,0,8,9,9
0,0,0,0,0,1.1966152662198642e-162,0,0,1.0,0,8,9,10
0,0,1.352042364921824e-277,7.219897132055297e-282,0,0,0,0,1.0,0,8,9,11
0,0,1.0,3.364422125973432e-195,0,0,0,0,0,0,2,9,12
0,0,0,0,0,0,0,1.0,0,0,7,9,13
0,0,4.462868012702505e-52,1.0,0,0,0,0,0,0,3,9,14
0,0,2.3461294789645974e-155,1.0,0,0,0,0,0,0,3,9,15
0,0,0,1.0,0,1.55967e-319,0,8.381180192250663e-222,0,0,3,9,16
0,0,0,7.83103430624034e-191,0,4.968679828371415e-52,1.0299543730700132e-88,0,1.0,0,8,9,17
0,0,0,0,0,0,0,4.692300336050672e-158,0,1.0,9,9,18
0,0,0,0,0,5.711222987522967e-202,0,0,1.0,0,8,9,19
0,0,0,1.7863288643856683e-167,1.0,0,3.2587804988504704e-157,0,3.103430418892805e-100,0,4,9,20
0,0,0,0,6.213528323289817e-41,4.984724444322154e-75,0,0,0.9999999999880889,1.1911042293354941e-11,8,9,21
0,0,1.2384282369712143e-289,1.0,0,0,0,0,6.341460979880038e-29,0,3,9,22
0,0,0,1.1341010968286637e-84,3.0923107005235146e-260,0,0,0,4.884747247463611e-125,1.0,9,9,23
